,color,director_name,num_critic_for_reviews,duration,director_facebook_likes,actor_3_facebook_likes,actor_2_name,actor_1_facebook_likes,gross,genres,actor_1_name,movie_title,num_voted_users,cast_total_facebook_likes,actor_3_name,facenumber_in_poster,plot_keywords,num_user_for_reviews,language,country,content_rating,budget,title_year,actor_2_facebook_likes,imdb_score,aspect_ratio,movie_facebook_likes
1514,Color,Mike Newell,56.0,124.0,179.0,551.0,Kurt Fuller,11000.0,8406264.0,Comedy|Drama|Romance,Angelina Jolie Pitt,Pushing Tinξ,24826.0,13093.0,Jake Weber,3.0,air traffic control|air traffic controller|female bodybuilder|job|marriage,175.0,English,USA,R,38000000.0,1999.0,617.0,6.0,2.35,783.0
1516,Color,Neil Marshall,254.0,113.0,197.0,43.0,Jason Cope,165.0,10955425.0,Action|Sci-Fi|Thriller,Ryan Kruger,Doomsdayξ,62770.0,391.0,Jeremy Crutchley,1.0,cure|quarantine|scotland|virus|wall,396.0,English,UK,R,30000000.0,2008.0,107.0,6.0,2.35,0.0
1517,Color,Stephen Daldry,299.0,124.0,335.0,50.0,David Kross,14000.0,34180954.0,Drama|Romance,Kate Winslet,The Readerξ,189812.0,14504.0,Susanne Lothar,0.0,love|reading|teaching oneself to read|trial|war crime,370.0,English,USA,R,32000000.0,2008.0,388.0,7.6,1.85,15000.0
1519,Color,Jon Favreau,152.0,97.0,4000.0,8000.0,Zooey Deschanel,22000.0,173381405.0,Comedy|Family|Fantasy|Romance,Peter Dinklage,Elfξ,147597.0,43354.0,Will Ferrell,1.0,baby|christmas spirit|elf|new york city|north pole,395.0,English,USA,PG,33000000.0,2003.0,11000.0,6.9,1.85,21000.0
1520,Color,Jon Turteltaub,53.0,123.0,226.0,796.0,Kyra Sedgwick,3000.0,104632573.0,Drama|Fantasy|Romance|Sci-Fi,Robert Duvall,Phenomenonξ,63839.0,5975.0,David Gallagher,1.0,brain tumor|genius|psionic power|telekinesis|terminal illness,118.0,English,USA,PG,32000000.0,1996.0,941.0,6.4,2.35,0.0
1521,Color,Brian Levant,67.0,99.0,32.0,521.0,Nichelle Nichols,773.0,81150692.0,Adventure|Comedy|Family|Sport,James Coburn,Snow Dogsξ,20219.0,2916.0,M. Emmet Walsh,1.0,dentist|dog|inheritance|race|sled dog,100.0,English,Canada,PG,35000000.0,2002.0,664.0,5.1,1.85,0.0
1522,Color,Richard Donner,88.0,101.0,503.0,1000.0,Alfre Woodard,13000.0,60328558.0,Comedy|Drama|Fantasy,Bill Murray,Scroogedξ,61396.0,18734.0,Robert Mitchum,1.0,christmas|compassion|executive|ghost|redemption,159.0,English,USA,PG-13,32000000.0,1988.0,1000.0,7.0,1.85,11000.0
1523,Color,Jared Hess,163.0,92.0,100.0,327.0,Moises Arias,678.0,80197993.0,Comedy|Family|Sport,Ana de la Reguera,Nacho Libreξ,65551.0,1729.0,H��ctor Jim��nez,1.0,lucha libre|monastery|nun|orphan|wrestling,441.0,English,Germany,PG,32000000.0,2006.0,635.0,5.7,1.85,0.0
1524,Color,Paul Feig,371.0,131.0,176.0,460.0,Wendi McLendon-Covey,722.0,169076745.0,Comedy|Romance,Matt Lucas,Bridesmaidsξ,218711.0,3229.0,Steve Bannos,6.0,best friend|failure|food|job|partial female nudity,485.0,English,USA,R,32500000.0,2011.0,655.0,6.8,2.35,27000.0
1526,Color,Rupert Wainwright,131.0,103.0,9.0,573.0,Enrico Colantoni,826.0,50041732.0,Horror,Nia Long,Stigmataξ,54390.0,3004.0,Portia de Rossi,0.0,catholic|priest|stigmata|vatican|wound,398.0,English,USA,R,29000000.0,1999.0,724.0,6.2,2.35,0.0
1527,Color,George Tillman Jr.,98.0,129.0,88.0,975.0,Charlize Theron,22000.0,48814909.0,Biography|Drama,Robert De Niro,Men of Honorξ,89424.0,36069.0,Michael Rapaport,0.0,african american|amputee|navy|racial discrimination|racism,224.0,English,USA,R,32000000.0,2000.0,9000.0,7.2,2.35,0.0
1528,Color,John Luessenhop,119.0,107.0,34.0,1000.0,Hayden Christensen,23000.0,57744720.0,Action|Crime|Thriller,Paul Walker,Takersξ,46961.0,31529.0,Jay Hernandez,5.0,armored car|bank|falling out among thieves|heist|planning,132.0,English,USA,PG-13,20000000.0,2010.0,4000.0,6.2,2.35,0.0
1529,Color,Justin Zackham,133.0,89.0,16.0,2000.0,Robert De Niro,49000.0,21784432.0,Comedy,Robin Williams,The Big Weddingξ,37493.0,74181.0,Topher Grace,8.0,adoption|divorce|family relationships|farce|wedding,108.0,English,USA,R,35000000.0,2013.0,22000.0,5.6,2.35,0.0
1532,Color,Frank Marshall,43.0,120.0,155.0,240.0,Danny Nucci,344.0,36733909.0,Adventure|Biography|Drama|Thriller,Illeana Douglas,Aliveξ,38949.0,2054.0,Michael DeLorenzo,3.0,andes mountains|crash|death|starvation|stranded,112.0,English,USA,R,32000000.0,1993.0,242.0,7.1,1.85,0.0
1533,Color,Joel Schumacher,224.0,98.0,541.0,897.0,Virginia Madsen,8000.0,35063732.0,Mystery|Thriller,Logan Lerman,The Number 23ξ,164608.0,10938.0,Ed Lauter,1.0,destiny|detective|imagination|murder|sex scene,383.0,English,USA,R,32000000.0,2007.0,912.0,6.4,2.35,10000.0
1534,Color,Jean-Pierre Jeunet,122.0,105.0,0.0,223.0,Julian Richings,716.0,99462.0,Action|Adventure|Drama|Family,Callum Rennie,The Young and Prodigious T.S. Spivetξ,11347.0,1843.0,Judy Davis,1.0,3 dimensional|cartographer|punctuation in title|smithsonian|train,28.0,English,France,PG,33000000.0,2013.0,648.0,7.1,2.35,5000.0
1536,Color,John Gatins,75.0,98.0,61.0,83.0,Freddy Rodr�_guez,649.0,32701088.0,Drama|Family|Sport,Ken Howard,Dreamer: Inspired by a True Storyξ,10018.0,1400.0,Holmes Osborne,1.0,colon in title|horse|kentucky|overalls|six word title,108.0,English,USA,PG,32000000.0,2005.0,579.0,6.9,2.35,0.0
1537,Color,David Cronenberg,441.0,96.0,0.0,882.0,Kyle Schmid,10000.0,31493782.0,Crime|Drama|Thriller,Viggo Mortensen,A History of Violenceξ,186606.0,12754.0,William Hurt,1.0,bar|crotch shot|female full frontal nudity|female pubic hair|robbery,1125.0,English,USA,R,32000000.0,2005.0,917.0,7.5,1.85,0.0
1538,Color,Louis Leterrier,163.0,87.0,255.0,810.0,Jason Flemyng,26000.0,43095600.0,Action|Crime|Thriller,Jason Statham,Transporter 2ξ,156267.0,29050.0,Matthew Modine,1.0,driver|french|kidnapping|police|sequel,340.0,English,France,PG-13,32000000.0,2005.0,1000.0,6.3,2.35,0.0
1539, Black and White,Sam Raimi,63.0,107.0,0.0,159.0,Pat Hingle,29000.0,18636537.0,Action|Thriller|Western,Leonardo DiCaprio,The Quick and the Deadξ,69197.0,29743.0,Roberts Blossom,0.0,authority figure as villian|gun duel|saved from hanging|showdown|street shootout,216.0,English,Japan,R,32000000.0,1995.0,165.0,6.4,1.85,0.0
1540,Color,Peter Howitt,90.0,90.0,29.0,142.0,Mike Doyle,638.0,17848322.0,Comedy|Romance,Frances Fisher,Laws of Attractionξ,18771.0,961.0,Nora Dunn,1.0,date|divorce|divorce lawyer|drinking|lawyer,102.0,English,Ireland,PG-13,28000000.0,2004.0,160.0,5.9,2.35,702.0
1541,Color,Martin Scorsese,163.0,121.0,17000.0,245.0,Marc Anthony,12000.0,16640210.0,Drama|Thriller,Nicolas Cage,Bringing Out the Deadξ,53028.0,13040.0,Sonja Sohn,0.0,ambulance|ghost|hell|paramedic|rescue,382.0,English,USA,R,55000000.0,1999.0,368.0,6.8,2.35,0.0
1542,Color,Miguel Sapochnik,197.0,119.0,238.0,447.0,RZA,1000.0,13763130.0,Action|Crime|Sci-Fi|Thriller,Alice Braga,Repo Menξ,87768.0,2925.0,Yvette Nicole Brown,0.0,artificial organ|best friend|enforcer|future|near future,187.0,English,USA,R,32000000.0,2010.0,561.0,6.3,2.35,12000.0
1544,Color,Norman Jewison,15.0,110.0,278.0,179.0,Nancy Travis,3000.0,4357000.0,Comedy|Family|Fantasy,Haley Joel Osment,Bogusξ,5176.0,3864.0,Andrea Martin,3.0,box office flop|circus|imaginary friend|magician|one word title,30.0,English,USA,PG,30000000.0,1996.0,359.0,5.3,1.85,350.0
1545,Color,Don Scardino,260.0,100.0,35.0,7000.0,Olivia Wilde,12000.0,22525921.0,Comedy,Steve Buscemi,The Incredible Burt Wonderstoneξ,60596.0,32094.0,Steve Carell,4.0,magic|magic kit|magician|stage magician|vegas,158.0,English,USA,PG-13,30000000.0,2013.0,10000.0,5.9,2.35,13000.0
1546,Color,Mark Dindal,18.0,75.0,10.0,826.0,Frank Welker,3000.0,3562749.0,Animation|Comedy|Family|Fantasy|Musical,George Kennedy,Cats Dont Danceξ,5600.0,7394.0,Hal Holbrook,0.0,animal|cat|child star|hollywood|star,49.0,English,USA,G,32000000.0,1997.0,2000.0,6.9,1.33,643.0
1547,Color,Tim Robbins,70.0,132.0,0.0,876.0,Vanessa Redgrave,13000.0,2899970.0,Drama,Bill Murray,Cradle Will Rockξ,8039.0,16878.0,Emily Watson,2.0,1930s|depression|play|theatre|union,161.0,English,USA,R,32000000.0,1999.0,898.0,6.9,2.35,625.0
1548, Black and White,Steven Soderbergh,183.0,105.0,0.0,308.0,Beau Bridges,845.0,1304837.0,Drama|Mystery|Thriller,Tony Curran,The Good Germanξ,21481.0,2355.0,Leland Orser,2.0,american|driver|journalist|russian|secret,175.0,English,USA,R,32000000.0,2006.0,552.0,6.1,1.66,559.0
1551,Color,Nanette Burstein,167.0,102.0,8.0,472.0,Kelli Garner,839.0,17797316.0,Comedy|Romance,Rob Riggle,Going the Distanceξ,50523.0,2961.0,Jim Gaffigan,0.0,bar|job|long distance relationship|male pubic hair|pubic hair,113.0,English,USA,R,32000000.0,2010.0,730.0,6.3,2.35,0.0
1552,Color,Stephen Herek,42.0,143.0,65.0,320.0,Olympia Dukakis,975.0,82528097.0,Drama|Music,Alicia Witt,Mr. Hollands Opusξ,30230.0,2223.0,Jean Louisa Kelly,1.0,1990s|high school|high school teacher|teacher inspires students|teaching,154.0,English,USA,PG,6500000.0,1995.0,345.0,7.3,2.35,0.0
1553,Color,Ariel Vromen,130.0,113.0,34.0,24.0,Jordi Moll��,10000.0,14268533.0,Action|Crime|Drama|Mystery|Sci-Fi|Thriller,Gary Oldman,Criminalξ,17319.0,10910.0,Doug Cockle,2.0,cia|husband wife relationship|memory|tied up while barefoot|violence,100.0,English,UK,R,31500000.0,2016.0,877.0,6.3,2.35,0.0
1554,Color,Sydney Pollack,66.0,161.0,521.0,184.0,Michael Gough,11000.0,87100000.0,Biography|Drama|Romance,Meryl Streep,Out of Africaξ,52339.0,12518.0,Michael Kitchen,0.0,africa|hunter|love|marriage|plantation,200.0,English,USA,PG,31000000.0,1985.0,920.0,7.2,1.85,0.0
1556,Color,Lewis Gilbert,121.0,126.0,43.0,177.0,Lois Chiles,244.0,62700000.0,Action|Adventure|Sci-Fi|Thriller,Desmond Llewelyn,Moonrakerξ,69534.0,1008.0,Lois Maxwell,2.0,astronaut|dog|official james bond series|space shuttle|space shuttle transported on a 747,294.0,English,UK,PG,34000000.0,1979.0,202.0,6.3,2.35,0.0
1558,Color,Scott Hicks,135.0,101.0,96.0,442.0,Mika Boorem,12000.0,24185781.0,Drama|Mystery,Anthony Hopkins,Hearts in Atlantisξ,30339.0,13811.0,Hope Davis,1.0,based on multiple works|bully|kiss|memory|mysterious stranger,268.0,English,USA,PG-13,31000000.0,2001.0,495.0,6.9,2.35,0.0
1559,Color,Frank Marshall,74.0,103.0,155.0,125.0,Peter Jason,687.0,53133888.0,Comedy|Fantasy|Horror|Thriller,Julian Sands,Arachnophobiaξ,50389.0,1440.0,Brian McNamara,0.0,arachnophobia|death|doctor|small town|spider,136.0,English,USA,PG-13,31000000.0,1990.0,151.0,6.3,1.85,0.0
1560,Color,Gregory Hoblit,168.0,118.0,40.0,617.0,Andre Braugher,2000.0,44983704.0,Crime|Drama|Mystery|Sci-Fi|Thriller,Dennis Quaid,Frequencyξ,81866.0,4045.0,Noah Emmerich,0.0,altering history|alternate history|amateur radio|ham radio|paranormal phenomena,510.0,English,USA,PG-13,31000000.0,2000.0,702.0,7.3,2.35,0.0
1562,Color,John Francis Daley,204.0,99.0,0.0,816.0,Norman Reedus,26000.0,58879132.0,Adventure|Comedy,Chris Hemsworth,Vacationξ,66123.0,40312.0,Beverly DAngelo,4.0,amusement park|dysfunctional family|road trip|sequel|vacation,219.0,English,USA,R,31000000.0,2015.0,12000.0,6.1,2.35,28000.0
1563,Color,Barry Sonnenfeld,96.0,105.0,188.0,482.0,Rene Russo,848.0,72077000.0,Comedy|Crime|Thriller,Delroy Lindo,Get Shortyξ,62986.0,3439.0,Jon Gries,4.0,debt|loan shark|mobster|movie business|producer,150.0,English,USA,R,30250000.0,1995.0,808.0,6.9,1.85,0.0
1564, Black and White,Rob Marshall,223.0,113.0,252.0,90.0,Chita Rivera,539.0,170684505.0,Comedy|Crime|Musical,Colm Feore,Chicagoξ,172080.0,813.0,Jayne Eastwood,0.0,fame|jail|jazz age|murder|vaudeville,1017.0,English,USA,PG-13,45000000.0,2002.0,151.0,7.2,1.85,0.0
1565,Color,Dennis Dugan,112.0,93.0,221.0,781.0,Adam Sandler,12000.0,163479795.0,Comedy|Drama,Steve Buscemi,Big Daddyξ,161858.0,26760.0,Joey Lauren Adams,0.0,homosexual|law|law school|responsibility|vomiting,289.0,English,USA,PG-13,34200000.0,1999.0,11000.0,6.4,1.85,0.0
1566,Color,J.B. Rogers,142.0,108.0,6.0,1000.0,Shannon Elizabeth,3000.0,145096820.0,Comedy,Alyson Hannigan,American Pie 2ξ,200260.0,7872.0,Natasha Lyonne,0.0,beach|beach house|college|party|student,431.0,English,USA,R,30000000.0,2001.0,1000.0,6.4,1.85,0.0
1568,Color,Jan de Bont,114.0,116.0,101.0,780.0,Alan Ruck,18000.0,121248145.0,Action|Adventure|Crime|Thriller,Keanu Reeves,Speedξ,260981.0,20966.0,Joe Morton,0.0,bomb|bus|elevator|explosive|rescue,373.0,English,USA,R,25000000.0,1994.0,946.0,7.2,2.35,0.0
1569,Color,Michael Sucsy,214.0,104.0,23.0,281.0,Lucas Bryant,17000.0,125014030.0,Drama|Romance,Channing Tatum,The Vowξ,145852.0,18322.0,Dillon Casey,0.0,car accident|life support|memory loss|trauma|voice recording,164.0,English,USA,PG-13,30000000.0,2012.0,359.0,6.8,2.35,32000.0
1570,Color,Tom Vaughan,126.0,106.0,12.0,946.0,Brendan Fraser,11000.0,11854694.0,Drama,Harrison Ford,Extraordinary Measuresξ,14281.0,17560.0,Alan Ruck,2.0,cure|disease|imagination|race against time|venture capital,64.0,English,USA,PG,31000000.0,2010.0,3000.0,6.5,1.85,0.0
1571,Color,Boaz Yakin,157.0,120.0,132.0,1000.0,Denzel Washington,33000.0,115648585.0,Biography|Drama|Sport,Ryan Gosling,Remember the Titansξ,160776.0,54877.0,Ethan Suplee,1.0,american football|based on true story|head coach|high school|school,402.0,English,USA,PG,30000000.0,2000.0,18000.0,7.8,2.35,0.0
1572,Color,John McTiernan,104.0,135.0,323.0,495.0,Jeffrey Jones,826.0,122012643.0,Action|Adventure|Thriller,Scott Glenn,The Hunt for Red Octoberξ,143696.0,2575.0,Courtney B. Vance,1.0,analyst|defection|navy|soviet submarine|submarine,241.0,English,USA,PG,30000000.0,1990.0,692.0,7.6,2.35,0.0
1573,Color,Lee Daniels,304.0,132.0,304.0,898.0,David Oyelowo,15000.0,116631310.0,Biography|Drama,Alex Pettyfer,Lee Daniels The Butlerξ,87665.0,20035.0,Vanessa Redgrave,0.0,butler|civil rights|hotel|president|white house,323.0,English,USA,PG-13,30000000.0,2013.0,1000.0,7.2,1.85,41000.0
1574, Black and White,Rawson Marshall Thurber,191.0,92.0,43.0,936.0,Stephen Root,989.0,114324072.0,Comedy|Sport,Gary Cole,Dodgeball: A True Underdog Storyξ,185338.0,4730.0,Joel David Moore,0.0,dodgeball|gym|las vegas|pirate|ups,392.0,English,USA,PG-13,20000000.0,2004.0,939.0,6.7,2.35,0.0
1575,Color,Barry Sonnenfeld,55.0,99.0,188.0,436.0,Raul Julia,1000.0,113502246.0,Comedy|Fantasy,Anjelica Huston,The Addams Familyξ,96607.0,3696.0,Carel Struycken,0.0,accountant|loan shark|macabre|uncle|uncle fester,125.0,English,USA,PG-13,38000000.0,1991.0,1000.0,6.8,1.85,5000.0
1576,Color,Steve Oedekerk,59.0,90.0,176.0,460.0,Bob Gunton,531.0,108360000.0,Adventure|Comedy,Bruce Spence,Ace Ventura: When Nature Callsξ,160321.0,2203.0,Sophie Okonedo,0.0,africa|bat|hawaiian shirt|pregnancy|pregnant,178.0,English,USA,PG-13,30000000.0,1995.0,461.0,6.3,2.35,0.0
1577,Color,Garry Marshall,108.0,111.0,0.0,529.0,Hector Elizondo,11000.0,108244774.0,Comedy|Family|Romance,Anne Hathaway,The Princess Diariesξ,94049.0,13645.0,Heather Matarazzo,2.0,cinderella story|fish out of water|makeover|manners|princess,301.0,English,USA,G,37000000.0,2001.0,995.0,6.2,1.85,0.0
1578,Color,Hugh Wilson,50.0,103.0,37.0,452.0,Elizabeth Berkley,944.0,105444419.0,Comedy,Stockard Channing,The First Wives Clubξ,31817.0,3143.0,Stephen Collins,3.0,cult film|female therapist|revenge|revenge motive|therapy session,117.0,English,USA,PG,26000000.0,1996.0,893.0,6.2,1.85,0.0
1580,Color,Neill Blomkamp,472.0,112.0,662.0,107.0,Jed Brophy,2000.0,115646235.0,Action|Sci-Fi|Thriller,Sharlto Copley,District 9ξ,531737.0,2639.0,Jason Cope,0.0,alien|ghetto|prawn|refugee|refugee camp,1262.0,English,South Africa,R,30000000.0,2009.0,433.0,8.0,1.85,22000.0
1582,Color,Clint Eastwood,229.0,138.0,16000.0,262.0,Spencer Treat Clark,616.0,90135191.0,Crime|Drama|Mystery|Thriller,John Doman,Mystic Riverξ,338415.0,1942.0,Tom Guiry,0.0,ballistics|detective|friend|gun|sexual abuse,935.0,English,USA,R,25000000.0,2003.0,541.0,8.0,2.35,12000.0
1584,Color,Harold Ramis,145.0,103.0,11000.0,636.0,Chazz Palminteri,22000.0,106694016.0,Comedy|Crime,Robert De Niro,Analyze Thisξ,123940.0,24333.0,Molly Shannon,2.0,analyst|mafia|patient|psychiatrist|wedding,337.0,English,USA,R,30000000.0,1999.0,979.0,6.7,1.85,0.0
1586,Color,Anne Fletcher,175.0,111.0,98.0,71.0,Bern Cohen,2000.0,76806312.0,Comedy|Romance,Judy Greer,27 Dressesξ,124501.0,2978.0,Yetta Gottesman,1.0,boss|bridesmaid|friend|love|wedding,154.0,English,USA,PG-13,30000000.0,2008.0,805.0,6.1,2.35,0.0
1588,Color,Stig Bergqvist,41.0,78.0,0.0,786.0,Casey Kasem,971.0,76501438.0,Adventure|Animation|Comedy|Family|Romance,Elizabeth Daily,Rugrats in Paris: The Movieξ,8146.0,4527.0,Debbie Reynolds,0.0,amusement park|baby|france|paris france|villain,49.0,English,Germany,G,30000000.0,2000.0,844.0,6.1,1.85,181.0
1589,Color,Barbra Streisand,30.0,132.0,0.0,252.0,Blythe Danner,769.0,74787599.0,Drama|Romance,George Carlin,The Prince of Tidesξ,12549.0,1936.0,Melinda Dillon,1.0,new york|psychiatrist|shrimper|south carolina|twins,109.0,English,USA,R,30000000.0,1991.0,713.0,6.6,1.85,883.0
1590,Color,Edward Zwick,57.0,133.0,380.0,918.0,Brad Pitt,12000.0,66528842.0,Drama|Romance|War|Western,Anthony Hopkins,Legends of the Fallξ,112175.0,26388.0,Julia Ormond,2.0,epic|heart|killing an animal|passion|usa,329.0,English,USA,R,30000000.0,1994.0,11000.0,7.5,1.85,11000.0
1591,Color,Jason Reitman,391.0,108.0,655.0,940.0,Anna Kendrick,24000.0,83813460.0,Drama|Romance,J.K. Simmons,Up in the Airξ,270238.0,35209.0,Chris Lowell,0.0,airport|business trip|downsizing|on the road|travel,452.0,English,USA,R,25000000.0,2009.0,10000.0,7.4,1.85,19000.0
1592,Color,Alexander Payne,217.0,125.0,729.0,322.0,June Squibb,442.0,65010106.0,Comedy|Drama,Hope Davis,About Schmidtξ,107557.0,1556.0,Howard Hesseman,1.0,highway travel|on the road|retirement|road movie|wedding,612.0,English,USA,R,30000000.0,2002.0,344.0,7.2,1.85,0.0
1595,Color,Chris Weitz,61.0,87.0,129.0,560.0,Mark Addy,979.0,64172251.0,Comedy|Fantasy,Chazz Palminteri,Down to Earthξ,19079.0,2911.0,Wanda Sykes,1.0,angel|butler|heaven|manhattan new york city|reincarnation,122.0,English,USA,PG-13,30000000.0,2001.0,891.0,5.4,1.85,602.0
1596,Color,Chris Noonan,79.0,91.0,108.0,204.0,Christine Cavanaugh,405.0,66600000.0,Comedy|Drama|Family,Miriam Margolyes,Babeξ,94435.0,1185.0,Roscoe Lee Browne,0.0,dog|farmer|pig|sheep|sheepdog,182.0,English,Australia,G,30000000.0,1995.0,368.0,6.8,1.85,5000.0
1597,Color,David Frankel,234.0,100.0,64.0,329.0,Steve Carell,11000.0,63536011.0,Comedy|Drama|Romance,Meryl Streep,Hope Springsξ,34258.0,19420.0,Jean Smart,2.0,couple|intimacy|marriage|marriage counseling|middle age couple,178.0,English,USA,PG-13,30000000.0,2012.0,7000.0,6.3,2.35,0.0
1598,Color,Nicholas Stoller,253.0,118.0,89.0,344.0,Jack McBrayer,15000.0,62877175.0,Comedy|Drama|Romance,Mila Kunis,Forgetting Sarah Marshallξ,217507.0,16758.0,Maria Thayer,1.0,breakup|hawaii|hotel|male full frontal nudity|resort,325.0,English,USA,R,30000000.0,2008.0,975.0,7.2,1.85,0.0
1599,Color,John Singleton,123.0,109.0,309.0,482.0,Tony Nappo,1000.0,74484168.0,Action|Crime|Drama|Mystery|Thriller,Josh Charles,Four Brothersξ,109894.0,2740.0,Fionnula Flanagan,3.0,bare butt|corrupt police|four brothers|funeral|murder,340.0,English,USA,R,45000000.0,2005.0,654.0,6.9,2.35,0.0
1600,Color,Michael McCullers,145.0,99.0,5.0,966.0,Amy Poehler,2000.0,60269340.0,Comedy|Romance,Tina Fey,Baby Mamaξ,34079.0,6930.0,Romany Malco,2.0,baby|book|cartoon on tv|female protagonist|male anorexia,97.0,English,USA,PG-13,30000000.0,2008.0,1000.0,6.0,1.85,0.0
1601,Color,Forest Whitaker,65.0,114.0,0.0,545.0,Harry Connick Jr.,970.0,60033780.0,Drama|Romance,Bill Cobbs,Hope Floatsξ,18973.0,2860.0,Gena Rowlands,1.0,best friend|friend|mother daughter relationship|small town|texas,162.0,English,USA,PG-13,30000000.0,1998.0,631.0,5.9,1.85,0.0
1602,Color,Gary Winick,152.0,89.0,56.0,545.0,Steve Howey,11000.0,58715510.0,Comedy|Romance,Anne Hathaway,Bride Warsξ,79094.0,13794.0,Candice Bergen,2.0,best friend|dyed hair|fake tan|rivalry|wedding,129.0,English,USA,PG,30000000.0,2009.0,826.0,5.4,1.85,0.0
1603,Color,Steven Brill,94.0,95.0,65.0,246.0,Scott Adsit,506.0,58156435.0,Adventure|Comedy|Mystery,Antony Starr,Without a Paddleξ,37479.0,1266.0,Bonnie Somerville,3.0,death|friend|hijacker|river|tree house,152.0,English,USA,PG-13,19000000.0,2004.0,316.0,5.9,2.35,0.0
1606,Color,Peter Lepeniotis,121.0,85.0,7.0,691.0,Brendan Fraser,14000.0,64238770.0,Adventure|Animation|Comedy|Family,Liam Neeson,The Nut Jobξ,19547.0,18795.0,Sarah Gadon,0.0,bank robbery|heist|raccoon|rat|squirrel,64.0,English,Canada,PG,42000000.0,2014.0,3000.0,5.8,1.85,0.0
1607,Color,Ted Demme,147.0,124.0,47.0,877.0,Ethan Suplee,40000.0,52937130.0,Biography|Crime|Drama,Johnny Depp,Blowξ,198066.0,43453.0,Jordi Moll��,1.0,1960s|1970s|california|cocaine|wealth,426.0,English,USA,R,30000000.0,2001.0,1000.0,7.6,2.35,13000.0
1608,Color,Luis Mandoki,85.0,131.0,43.0,362.0,John Savage,18000.0,52799004.0,Drama|Romance,Robin Wright,Message in a Bottleξ,28942.0,19815.0,Raphael Sbarge,0.0,beach|bottle|jogging|letter|love,223.0,English,USA,PG-13,55000000.0,1999.0,652.0,6.1,2.35,0.0
1609,Color,William Shatner,98.0,107.0,0.0,643.0,Nichelle Nichols,12000.0,55210049.0,Action|Adventure|Sci-Fi|Thriller,Leonard Nimoy,Star Trek V: The Final Frontierξ,43743.0,14710.0,Walter Koenig,1.0,captain|half brother|klingon|planet|vulcan,293.0,English,USA,PG,27800000.0,1989.0,664.0,5.4,2.35,0.0
1610,Color,John Schultz,39.0,99.0,13.0,837.0,Robert Forster,1000.0,51432423.0,Comedy|Family|Fantasy|Sport,Brenda Song,Like Mikeξ,15074.0,3679.0,Anne Meara,7.0,basketball|lightning|nba|orphanage|shoe,72.0,English,USA,PG,30000000.0,2002.0,889.0,5.1,1.85,1000.0
1611,Color,Peter Segal,43.0,83.0,88.0,348.0,Fred Ward,3000.0,51109400.0,Comedy|Crime,George Kennedy,Naked Gun 33 1/3: The Final Insultξ,76850.0,4767.0,Priscilla Presley,5.0,retirement|spoof|terrorist|transsexual|undercover,85.0,English,USA,PG-13,30000000.0,1994.0,459.0,6.4,1.85,1000.0
1612,Color,John Glen,108.0,131.0,46.0,433.0,Alison Doody,1000.0,50300000.0,Action|Adventure|Thriller,Patrick Macnee,A View to a Killξ,68565.0,2943.0,Tanya Roberts,2.0,computer|earthquake|microchip|official james bond series|silicon valley,300.0,English,UK,PG,30000000.0,1985.0,439.0,6.3,2.35,0.0
1613,Color,Steve Box,209.0,85.0,9.0,100.0,Geraldine McEwan,567.0,56068547.0,Animation|Comedy|Family|Mystery|Sci-Fi,Mark Gatiss,The Curse of the Were-Rabbitξ,98160.0,1145.0,Peter Sallis,0.0,competition|giant vegetable|pest control|stop motion animation|vegetable,307.0,English,UK,G,30000000.0,2005.0,269.0,7.5,1.85,0.0
1614,Color,Richard LaGravenese,131.0,126.0,98.0,37.0,Harry Connick Jr.,18000.0,53680848.0,Drama|Romance,Gerard Butler,P.S. I Love Youξ,167967.0,18726.0,Nellie McKay,1.0,birthday|friendship|hairy chest|letter|widow,243.0,English,USA,PG-13,30000000.0,2007.0,631.0,7.1,1.85,20000.0
1616,Color,Joe Wright,316.0,123.0,456.0,286.0,Alfie Allen,19000.0,50921738.0,Drama|Mystery|Romance|War,Benedict Cumberbatch,Atonementξ,192930.0,20499.0,Brenda Blethyn,1.0,death of sister|dying|loss of virginity|septicemia|sex,581.0,English,UK,R,30000000.0,2007.0,1000.0,7.8,1.85,12000.0
1617,Color,Gary Winick,159.0,105.0,56.0,22.0,Marcia DeBonis,898.0,53021560.0,Comedy|Drama|Romance,Vanessa Redgrave,Letters to Julietξ,74630.0,1026.0,Luisa Ranieri,1.0,chick flick|female protagonist|italian stereotype|man in a swimsuit|verona italy,156.0,English,USA,PG,30000000.0,2010.0,60.0,6.5,2.35,13000.0
1618,Color,Ridley Scott,63.0,125.0,0.0,237.0,Ken Takakura,939.0,45645204.0,Action|Crime|Thriller,Stephen Root,Black Rainξ,39306.0,1748.0,Kate Capshaw,2.0,counterfeit|detective|japan|police chase|yakuza,119.0,English,USA,R,30000000.0,1989.0,255.0,6.6,2.35,0.0
1620,Color,Tim Burton,267.0,77.0,13000.0,973.0,Christopher Lee,40000.0,53337608.0,Animation|Drama|Family|Fantasy|Musical|Romance,Johnny Depp,Corpse Brideξ,188785.0,60683.0,Joanna Lumley,1.0,arranged marriage|bride|corpse|groom|woods,467.0,English,USA,PG,40000000.0,2005.0,16000.0,7.4,1.85,0.0
